	ak_035166	ak_016465	ak_024143	ak_037037	ak_024401	ak_097125	ak_097366	ak_032645	ak_037693	ak_034033	ak_033463	ak_099390	ak_015445	ak_023546	ak_032440	op_033472	op_038401	op_102311	op_016307	op_023502	op_023870	op_098441	op_107201	op_035169	op_024146	op_024199	op_015958	op_032024	op_103496	op_023549
2774	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2792	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2800	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	2	1	0	2	0	0	0	0	5	0	0	0	0	2
2823	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	8	0	3	3	0	0	1	1	1	0	3	0	0	0	0
2856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	2
2873	0	0	0	12	0	0	0	0	0	0	1	23	0	0	2	0	1	10	3	0	5	10	0	0	2	1	4	0	3	1
2885	0	0	0	0	0	0	0	1	2	0	328	0	0	0	0	13	33	5	23	20	3	1	2	0	0	5	2	1	0	0
2901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
2937	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	9	0	0	3	0	3
2963	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
2983	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	0	3
2991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	3	0	0	9	0	3	0	0	0	0	2	0	0
2997	0	0	0	1	0	0	1	0	1	0	0	0	0	2	0	0	3	1	0	103	0	0	1	3	0	1	9	14	3	52
3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3019	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3061	0	0	1	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3068	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	1	0	0	0	0	0	6	0	0	0	8	3
3127	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3151	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	1
3159	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0
3212	0	0	0	0	2	0	0	0	0	3	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3221	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	0	0	0
3234	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3235	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3265	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	1	0	0	0	1	0	1	0	0	2	1
3270	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	3	2	3	1	0	0	0	0	0	0	0	1
3306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0
3328	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
3329	0	0	0	69	1	0	0	0	0	0	0	0	0	0	0	32	5	26	5	0	9	0	0	0	0	0	0	1	2	7
3352	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3359	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
3371	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	0	1
3384	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
3389	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	0	5	0	0	0	0	0	0	0	1	0	0	0
3390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	1	0	0	0	3
3392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	2	1
3401	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	3	0	0	0	3	0	0	0	0	0	0	0
3403	0	0	0	0	8	2	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3407	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3412	0	0	1	3	0	0	1	0	0	3	5	1	0	0	0	1	2	0	0	16	2	0	0	1	10	0	0	0	1	26
3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
3435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
3440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	1	5	20	7	0	0	0	0	0	0	0	0	0
3449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3456	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
3457	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	2	0	0	0	0	1	0	0	0	0	13	0
3465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	2	1	0	0
3496	0	2	7	0	222	3	0	5	0	0	4	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3500	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0
3506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	5	0	0
3508	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	1	0	0	0	0	0	0	0
3529	0	0	1	0	0	0	0	0	1	5	34	2	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
3532	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3533	0	0	1	0	0	0	0	1	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3549	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
3582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0
3596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0
3601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3625	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0
3627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	89	0	0	0	0	0	0	0	0	0
3632	0	0	1	0	0	0	1	0	1	3	55	7	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3673	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3696	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3702	0	0	0	0	2	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3722	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3734	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	6	1	0	2	0	0	1	0	3	0	0	0	0
3741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	3
3756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	9	0	13	10	0	0	0
3757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3760	0	0	0	12	2	0	0	0	4	0	0	1	0	0	2	74	15	4	25	7	21	1	4	0	8	7	2	4	197	38
3762	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3795	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0
3805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3818	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3855	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3859	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
3861	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	6	1	7	0	9	0	1	1	1	5	3	2	0	9
3895	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3905	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	2	2
3909	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	1	0	2	0	0	0	0
3927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	2	0	1	0	1	4	0	0	0	1	0	0	2	0
3945	0	1	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	4
3971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3973	0	0	0	0	1	0	0	1	0	1	16	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3978	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	0	0	7	0	0	0	0	2	0	0	0	0	3
3998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	1	0	1	1	0
4006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0	1	1	0	0	0
4038	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4054	0	0	0	31	0	0	0	0	0	0	0	0	6	0	24	2	18	0	0	0	59	1	0	0	0	1	0	0	7	2
4076	0	5	3	0	1	1	0	2	0	0	15	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4089	0	0	2	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	10	0	0	0	1	0	0	0	0	0	0	0
4118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
4126	0	0	0	0	8	1	0	1	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4138	0	2	0	0	7	2	0	5	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
4162	0	0	0	0	6	4	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4180	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
4219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4238	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4263	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
4290	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0
4312	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4327	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0
4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	1	0	0	0	0
4387	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	1	0	1	0	0	0	0
4416	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
4437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	1	1	0	1
4454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	8	0	3	0	0	1	0	1	3	0	0	0
4461	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	3	0	0
4468	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7
4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
4513	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4517	0	6	1	0	7	5	0	13	0	5	2	0	1	65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
4571	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4590	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	0	2	2	3	0	1	2	0	0	0	0	0	0
4617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0
4619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	1	1	7	0	0	0	0	0	0	1	0	0	0
4648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4659	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4667	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	6	0	0	0	0	0	0	3	3	0	1	1	1
4681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
4707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	7	0	0	0	2
4730	0	0	0	0	0	1	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	1	0	0	0	0	0
4741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
4743	0	3	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	1	0	0	0	0	0	0	0	0	0
4752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	1	0	0	1	3	2	0	0	0	0	1
4755	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
4770	1	0	0	0	0	0	0	0	0	2	3	0	2	1	0	5	1	0	0	0	1	0	1	0	2	0	0	1	0	6
4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4809	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0
4826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0
4834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	38	0	0	0	0	0	0	0	0	1	0
4876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	8	0	0	0	0	0	1	0	0	0
4880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0
4924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	7	0	2	1	0	2	0	4	3	2	0	2
4980	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4986	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4993	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	24	0	0	0	0	0	0	0	0	0	0	0	0	0
5014	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5047	0	0	0	0	0	0	0	1	0	0	28	0	0	0	0	4	1	0	2	4	1	0	0	1	0	0	0	0	0	0
5070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5079	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5080	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
5096	0	12	1	0	1	0	0	26	0	0	48	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
5146	0	0	0	2	22	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5161	0	2	0	0	26	4	0	21	9	1	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	0	3	0	0	0	0	0	0	0	0	0	1
5214	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
5255	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1
5267	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0
5269	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
5285	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5294	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	2	0	0	0	0	0	2
5311	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	1
5323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	24	3	3	0	1	0	0	0	0	0	0	0
5328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5329	0	0	2	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5365	0	0	0	2	0	1	0	0	39	4	123	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
5379	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	20	0	0	2	0	0	0	0	0	0	1	10	1	0	0
5380	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
5414	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5425	0	0	0	5	0	0	0	0	4	0	3	0	0	0	1	67	12	3	18	18	15	2	0	1	17	8	3	5	86	25
5429	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5435	0	1	0	0	3	1	0	3	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5445	1	2	0	0	6	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5450	3	3	1	0	35	6	0	34	14	8	4	1	0	41	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5458	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5464	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5473	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	1	5	0	0
5515	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5545	0	0	0	8	0	0	0	0	4	0	3	0	0	0	0	14	11	1	6	6	2	1	1	2	21	1	2	2	93	8
5563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	2	3	1	0	2	0	1	11	0	0	0
5566	0	0	0	0	0	0	1	0	0	2	1	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
5576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	13	6	0	1	4	0	3	0	16	11	0	0	1
5585	0	0	2	0	0	0	0	1	0	0	19	0	0	0	0	33	3	1	0	4	2	1	0	1	0	3	0	2	1	5
5599	0	1	0	0	1	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5647	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	7	0	0
5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5692	1	0	1	0	0	5	0	3	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
5712	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	6	0	0	0
5738	0	0	0	0	0	2	0	5	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
5758	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
